trial_type	trialcode	oldnumber	correctsource	stim_resp	stim_rt	stim_acc	onset	fix_onset	fix_duration	duration
ctl	ctl0		5	2	1260	0	7.542000000000001	10.538	0.5	5.042000000000002
enc	enc00		8	2	1198	0	11.054	14.05	0.5	8.554
enc	enc000		9	2	1707	0	14.565999999999999	17.561	6.5	18.066
ctl	ctl01		8	2	1181	0	24.069000000000003	27.065	2.0	23.069000000000003
enc	enc01	old62	6	2	1063	0	29.079	32.074	1.5	27.579
enc	enc02	old05	5	2	1242	0	33.589	36.585	1.0	31.589
enc	enc03	old24	6	2	981	0	37.6	40.596	8.5	43.1
enc	enc04	old66	9	2	1170	0	49.101000000000006	52.096000000000004	2.0	48.101000000000006
enc	enc05	old63	8	2	1388	0	54.11	57.106	2.5	53.61
enc	enc06	old42	9	2	1276	0	59.619	62.615	1.5	58.119
ctl	ctl02		5	2	855	0				
ctl	ctl03		6	2	1460	0				
enc	enc07	old36	8	2	1487	0				
ctl	ctl04		8	2	1372	0				
enc	enc08	old47	6	2	1608	0				
enc	enc09	old15	5	2	923	0				
ctl	ctl05		8	2	790	0				
enc	enc10	old35	6	2	1188	0				
enc	enc11	old02	6	2	1317	0				
enc	enc12	old23	8	2	1403	0				
enc	enc13	old75	5	2	1431	0				
enc	enc14	old19	9	2	1069	0				
enc	enc15	old31	9	2	1193	0				
enc	enc16	old28	5	2	981	0				
enc	enc17	old18	5	2	1255	0				
ctl	ctl06		5	2	888	0				
enc	enc18	old08	5	2	1121	0				
enc	enc19	old43	8	2	1471	0				
ctl	ctl07		5	2	883	0				
enc	enc20	old78	6	2	1108	0				
enc	enc21	old61	5	2	1260	0				
enc	enc22	old70	6	2	1018	0				
enc	enc23	old13	5	2	731	0				
enc	enc24	old09	8	2	1342	0				
enc	enc25	old46	5	2	1289	0				
enc	enc26	old56	9	2	1286	0				
ctl	ctl08		6	2	825	0				
ctl	ctl09		9	2	1070	0				
ctl	ctl10		8	2	765	0				
ctl	ctl11		5	2	780	0				
enc	enc27	old52	8	2	1634	0				
ctl	ctl12		9	2	771	0				
enc	enc28	old16	9	2	1410	0				
ctl	ctl13		6	2	721	0				
enc	enc29	old39	8	2	1223	0				
enc	enc30	old58	6	2	1145	0				
enc	enc31	old04	9	2	1086	0				
enc	enc32	old67	6	2	941	0				
enc	enc33	old25	9	2	1398	0				
enc	enc34	old14	6	2	1097	0				
ctl	ctl14		6	2	1261	0				
enc	enc35	old74	5	2	1341	0				
enc	enc36	old11	9	2	1606	0				
enc	enc37	old03	8	2	1386	0				
enc	enc38	old40	6	2	1413	0				
ctl	ctl15		6	2	891	0				
ctl	ctl16		9	2	912	0				
enc	enc39	old53	6	2	855	0				
enc	enc40	old60	5	2	1658	0				
enc	enc41	old77	6	2	1145	0				
ctl	ctl17		8	2	673	0				
enc	enc42	old55	9	2	1391	0				
enc	enc43	old17	8	2	1103	0				
enc	enc44	old32	9	2	1558	0				
ctl	ctl18		9	2	890	0				
enc	enc45	old20	8	2	1231	0				
enc	enc46	old30	9	2	1677	0				
ctl	ctl19		8	2	883	0				
ctl	ctl20		5	2	826	0				
ctl	ctl21		5	2	673	0				
ctl	ctl22		8	2	940	0				
ctl	ctl23		9	2	618	0				
ctl	ctl24		8	2	665	0				
enc	enc47	old27	6	2	888	0				
enc	enc48	old07	6	2	1026	0				
enc	enc49	old45	8	2	1506	0				
enc	enc50	old48	9	2	1520	0				
enc	enc51	old06	6	2	1334	0				
ctl	ctl25		9	2	696	0				
ctl	ctl26		5	2	507	0				
enc	enc52	old49	5	2	949	0				
enc	enc53	old65	9	2	654	0				
enc	enc54	old51	8	2	1043	0				
enc	enc55	old59	8	2	928	0				
ctl	ctl27		6	2	739	0				
enc	enc56	old33	6	2	954	0				
ctl	ctl28		6	2	712	0				
enc	enc57	old64	9	2	1416	0				
enc	enc58	old69	9	2	1278	0				
enc	enc59	old54	5	2	1257	0				
ctl	ctl29		9	2	885	0				
enc	enc60	old57	8	2	1322	0				
ctl	ctl30		8	2	661	0				
enc	enc61	old12	8	2	1506	0				
ctl	ctl31		8	2	679	0				
enc	enc62	old34	5	2	711	0				
ctl	ctl32		5	2	716	0				
enc	enc63	old76	8	2	968	0				
enc	enc64	old68	9	2	1076	0				
ctl	ctl33		9	2	559	0				
ctl	ctl34		9	2	555	0				
enc	enc65	old71	8	2	1097	0				
enc	enc66	old72	8	2	1504	0				
ctl	ctl35		6	2	683	0				
enc	enc67	old01	5	2	1507	0				
enc	enc68	old10	9	2	1370	0				
enc	enc69	old29	5	2	1339	0				
enc	enc70	old41	9	2	1227	0				
enc	enc71	old37	8	2	1151	0				
ctl	ctl36		6	2	913	0				
enc	enc72	old26	6	2	689	0				
enc	enc73	old73	9	2	813	0				
ctl	ctl37		5	2	609	0				
ctl	ctl38		6	2	659	0				
enc	enc74	old44	5	2	1354	0				
enc	enc75	old50	6	2	863	0				
ctl	ctl39		9	2	748	0				
enc	enc76	old21	5	2	969	0				
enc	enc77	old38	5	2	1002	0				
enc	enc78	old22	8	2	1105	0				
