	Condition	CorrectSource	Stim_RT	stimOnsetSec	stimDurSec	ImageID	tNumXcond
117				False	False		
118				False	False		
119				False	False		
120				False	False		
121				False	False		
122				False	False		
123				False	False		
124				False	False		
125				False	False		
126				False	False		
127				False	False		
128				False	False		
129				False	False		
130				False	False		
131				False	False		
132				False	False		
133				False	False		
134				False	False		
135				False	False		
136				False	False		
137				False	False		
138				False	False		
139				False	False		
140				False	False		
141				False	False		
142				False	False		
143				False	False		
144				False	False		
145				False	False		
146				False	False		
147				False	False		
148				False	False		
149				False	False		
150				False	False		
151				False	False		
152				False	False		
153				False	False		
154				False	False		
155				False	False		
156				False	False		
157				False	False		
158				False	False		
159				False	False		
160				False	False		
161				False	False		
162				False	False		
163				False	False		
164				False	False		
165				False	False		
166				False	False		
167				False	False		
168				False	False		
169				False	False		
170				False	False		
171				False	False		
172				False	False		
173				False	False		
174				False	False		
175				False	False		
176				False	False		
177				False	False		
178				False	False		
179				False	False		
180				False	False		
181				False	False		
182				False	False		
183				False	False		
184				False	False		
185				False	False		
186				False	False		
187				False	False		
188				False	False		
189				False	False		
190				False	False		
191				False	False		
192				False	False		
193				False	False		
194				False	False		
195				False	False		
196				False	False		
197				False	False		
198				False	False		
199				False	False		
200				False	False		
201				False	False		
202				False	False		
203				False	False		
204				False	False		
205				False	False		
206				False	False		
207				False	False		
208				False	False		
209				False	False		
210				False	False		
211				False	False		
212				False	False		
213				False	False		
214				False	False		
215				False	False		
216				False	False		
217				False	False		
218				False	False		
219				False	False		
220				False	False		
221				False	False		
222				False	False		
223				False	False		
224				False	False		
225				False	False		
226				False	False		
227				False	False		
228				False	False		
229				False	False		
230				False	False		
231				False	False		
232				False	False		
233				False	False		
