,trialnumber,category,trialcode,oldnumber,correctsource,stim_resp,stim_rt,stim_acc,onset,fix_onset,fix_duration
0,1,ctl,ctl0,,5,2,1260,0,0.036,3.032,4.5
1,2,enc,enc00,,8,2,1198,0,7.542,10.538,0.5
2,3,enc,enc000,,9,2,1707,0,11.054,14.05,0.5
3,4,ctl,ctl01,,8,2,1181,0,14.566,17.561,6.5
4,5,enc,enc01,old62,6,2,1063,0,24.069,27.065,2
5,6,enc,enc02,old05,5,2,1242,0,29.079,32.074,1.5
6,7,enc,enc03,old24,6,2,981,0,33.589,36.585,1
7,8,enc,enc04,old66,9,2,1170,0,37.6,40.596,8.5
8,9,enc,enc05,old63,8,2,1388,0,49.101,52.096,2
9,10,enc,enc06,old42,9,2,1276,0,54.11,57.106,2.5
10,11,ctl,ctl02,,5,2,855,0,59.619,62.615,1.5
11,12,ctl,ctl03,,6,2,1460,0,,,
12,13,enc,enc07,old36,8,2,1487,0,,,
13,14,ctl,ctl04,,8,2,1372,0,,,
14,15,enc,enc08,old47,6,2,1608,0,,,
15,16,enc,enc09,old15,5,2,923,0,,,
16,17,ctl,ctl05,,8,2,790,0,,,
17,18,enc,enc10,old35,6,2,1188,0,,,
18,19,enc,enc11,old02,6,2,1317,0,,,
19,20,enc,enc12,old23,8,2,1403,0,,,
20,21,enc,enc13,old75,5,2,1431,0,,,
21,22,enc,enc14,old19,9,2,1069,0,,,
22,23,enc,enc15,old31,9,2,1193,0,,,
23,24,enc,enc16,old28,5,2,981,0,,,
24,25,enc,enc17,old18,5,2,1255,0,,,
25,26,ctl,ctl06,,5,2,888,0,,,
26,27,enc,enc18,old08,5,2,1121,0,,,
27,28,enc,enc19,old43,8,2,1471,0,,,
28,29,ctl,ctl07,,5,2,883,0,,,
29,30,enc,enc20,old78,6,2,1108,0,,,
30,31,enc,enc21,old61,5,2,1260,0,,,
31,32,enc,enc22,old70,6,2,1018,0,,,
32,33,enc,enc23,old13,5,2,731,0,,,
33,34,enc,enc24,old09,8,2,1342,0,,,
34,35,enc,enc25,old46,5,2,1289,0,,,
35,36,enc,enc26,old56,9,2,1286,0,,,
36,37,ctl,ctl08,,6,2,825,0,,,
37,38,ctl,ctl09,,9,2,1070,0,,,
38,39,ctl,ctl10,,8,2,765,0,,,
39,40,ctl,ctl11,,5,2,780,0,,,
40,41,enc,enc27,old52,8,2,1634,0,,,
41,42,ctl,ctl12,,9,2,771,0,,,
42,43,enc,enc28,old16,9,2,1410,0,,,
43,44,ctl,ctl13,,6,2,721,0,,,
44,45,enc,enc29,old39,8,2,1223,0,,,
45,46,enc,enc30,old58,6,2,1145,0,,,
46,47,enc,enc31,old04,9,2,1086,0,,,
47,48,enc,enc32,old67,6,2,941,0,,,
48,49,enc,enc33,old25,9,2,1398,0,,,
49,50,enc,enc34,old14,6,2,1097,0,,,
50,51,ctl,ctl14,,6,2,1261,0,,,
51,52,enc,enc35,old74,5,2,1341,0,,,
52,53,enc,enc36,old11,9,2,1606,0,,,
53,54,enc,enc37,old03,8,2,1386,0,,,
54,55,enc,enc38,old40,6,2,1413,0,,,
55,56,ctl,ctl15,,6,2,891,0,,,
56,57,ctl,ctl16,,9,2,912,0,,,
57,58,enc,enc39,old53,6,2,855,0,,,
58,59,enc,enc40,old60,5,2,1658,0,,,
59,60,enc,enc41,old77,6,2,1145,0,,,
60,61,ctl,ctl17,,8,2,673,0,,,
61,62,enc,enc42,old55,9,2,1391,0,,,
62,63,enc,enc43,old17,8,2,1103,0,,,
63,64,enc,enc44,old32,9,2,1558,0,,,
64,65,ctl,ctl18,,9,2,890,0,,,
65,66,enc,enc45,old20,8,2,1231,0,,,
