sizeof_hdr	data_type	db_name	extents	session_error	regular	dim_info	dim	intent_p1	intent_p2	intent_p3	intent_code	datatype	bitpix	slice_start	pixdim	vox_offset	scl_slope	scl_inter	slice_end	slice_code	xyzt_units	cal_max	cal_min	slice_duration	toffset	glmax	glmin	descrip	aux_file	qform_code	sform_code	quatern_b	quatern_c	quatern_d	qoffset_x	qoffset_y	qoffset_z	srow_x	srow_y	srow_z	intent_name	magic	Modality	MagneticFieldStrength	ImagingFrequency	Manufacturer	ManufacturersModelName	InstitutionName	DeviceSerialNumber	StationName	PatientPosition	SoftwareVersions	MRAcquisitionType	SeriesDescription	ProtocolName	ScanningSequence	SequenceVariant	ImageType	SeriesNumber	AcquisitionTime	AcquisitionNumber	SliceThickness	SAR	FlipAngle	PercentPhaseFOV	PhaseEncodingSteps	AcquisitionMatrixPE	ReconMatrixPE	PixelBandwidth	ImageOrientationPatientDICOM	InPlanePhaseEncodingDirectionDICOM	ConversionSoftware	ConversionSoftwareVersion
348	b''	b''	0	0	b'r'	54	[  3 256 256  48   1   1   1   1]	0.0	0.0	0.0	0	4	16	0	[-1.      0.9375  0.9375  3.      9.      0.      0.      0.    ]	0.0	nan	nan	0	0	10	0.0	0.0	0.0	0.0	0	0	b'TE=1.2e+02;Time=101958.268;phase=1'	b''	1	1	-1.024691e-10	-0.9991944	-0.040131796	119.238434	-92.05148	-76.73726	[-9.37500000e-01  1.92284438e-10  7.28585051e-17  1.19238434e+02]	[ 1.9166513e-10  9.3448025e-01 -2.4059719e-01 -9.2051483e+01]	[ 1.5421033e-11  7.5186498e-02  2.9903417e+00 -7.6737259e+01]	b''	b'n+1'	MR	3	123.249	Siemens	TrioTim	IUGM	35049	MRC35049	HFS	syngo_MR_B17	2D	Axial_T2-FLAIR_iPAT2	Axial_T2-FLAIR_iPAT2	SE_IR	SK_SP_MP	['ORIGINAL' 'PRIMARY' 'M' 'NORM' 'DIS2D']	3	10:19:58.267500	1	3	0.684128	165	100	255	256	256	222	"[ 1.00000e+00 -2.04443e-10  1.64491e-11  2.05103e-10  9.96779e-01
 -8.01989e-02]"	ROW	dcm2niix	v1.0.20181125  (JP2:OpenJPEG) (JP-LS:CharLS) GCC5.5.0
348	b''	b''	0	0	b'r'	54	[  3 256 256  48   1   1   1   1]	0.0	0.0	0.0	0	4	16	0	[-1.      0.9375  0.9375  3.      3.      0.      0.      0.    ]	0.0	nan	nan	0	0	10	0.0	0.0	0.0	0.0	0	0	b'TE=10;Time=102418.762;phase=1'	b''	1	1	-1.024691e-10	-0.9991944	-0.040131796	119.238434	-92.05148	-76.73726	[-9.37500000e-01  1.92284438e-10  7.28585051e-17  1.19238434e+02]	[ 1.9166513e-10  9.3448025e-01 -2.4059719e-01 -9.2051483e+01]	[ 1.5421033e-11  7.5186498e-02  2.9903417e+00 -7.6737259e+01]	b''	b'n+1'	MR	3	123.249	Siemens	TrioTim	IUGM	35049	MRC35049	HFS	syngo_MR_B17	2D	PD_T2_1sequence	PD_T2_1sequence	SE	SK_SP	['ORIGINAL' 'PRIMARY' 'M' 'ND' 'NORM']	4	10:24:18.762500	1	3	0.409238	165	100	255	256	256	181	"[ 1.00000e+00 -2.04443e-10  1.64491e-11  2.05103e-10  9.96779e-01
 -8.01989e-02]"	ROW	dcm2niix	v1.0.20181125  (JP2:OpenJPEG) (JP-LS:CharLS) GCC5.5.0
348	b''	b''	0	0	b'r'	54	[  3 192 256 256   1   1   1   1]	0.0	0.0	0.0	0	4	16	0	[1.  1.  1.  1.  2.3 0.  0.  0. ]	0.0	nan	nan	0	0	10	0.0	0.0	0.0	0.0	0	0	b'TE=3;Time=101310.075;phase=1'	b''	1	1	0.0	0.0	0.0	-96.261566	-109.48401	-127.0	[  1.         0.         0.       -96.261566]	[   0.         1.         0.      -109.48401]	[   0.    0.    1. -127.]	b''	b'n+1'	MR	3	123.249	Siemens	TrioTim	IUGM	35049	MRC35049	HFS	syngo_MR_B17	3D	MPRAGE_ipat2	MPRAGE_ipat2	GR_IR	SP_MP	['ORIGINAL' 'PRIMARY' 'M' 'ND' 'NORM']	2	10:13:10.075000	1	1	0.0849551	9	100	255	256	256	238	[ 0  1  0  0  0 -1]	ROW	dcm2niix	v1.0.20181125  (JP2:OpenJPEG) (JP-LS:CharLS) GCC5.5.0
348	b''	b''	0	0	b'r'	54	[  3 256 256  48   1   1   1   1]	0.0	0.0	0.0	0	4	16	0	[-1.      0.9375  0.9375  3.      0.65    0.      0.      0.    ]	0.0	nan	nan	0	0	10	0.0	0.0	0.0	0.0	0	0	b'TE=20;Time=103151.747;phase=1'	b''	1	1	-1.024691e-10	-0.9991944	-0.040131796	119.238434	-92.05148	-76.73726	[-9.37500000e-01  1.92284438e-10  7.28585051e-17  1.19238434e+02]	[ 1.9166513e-10  9.3448025e-01 -2.4059719e-01 -9.2051483e+01]	[ 1.5421033e-11  7.5186498e-02  2.9903417e+00 -7.6737259e+01]	b''	b'n+1'	MR	3	123.249	Siemens	TrioTim	IUGM	35049	MRC35049	HFS	syngo_MR_B17	2D	AXIAL_T2_STAR_iPAT2	AXIAL_T2_STAR_iPAT2	GR	SP	['ORIGINAL' 'PRIMARY' 'M' 'NORM' 'DIS2D']	5	10:31:51.747500	1	3	0.0139308	20	100	256	256	256	199	"[ 1.00000e+00 -2.04443e-10  1.64491e-11  2.05103e-10  9.96779e-01
 -8.01989e-02]"	ROW	dcm2niix	v1.0.20181125  (JP2:OpenJPEG) (JP-LS:CharLS) GCC5.5.0
348	b''	b''	0	0	b'r'	54	[  3 256 256  48   1   1   1   1]	0.0	0.0	0.0	0	4	16	0	[-1.      0.9375  0.9375  3.      3.      0.      0.      0.    ]	0.0	nan	nan	0	0	10	0.0	0.0	0.0	0.0	0	0	b'TE=91;Time=102418.855;phase=1'	b''	1	1	-1.024691e-10	-0.9991944	-0.040131796	119.238434	-92.05148	-76.73726	[-9.37500000e-01  1.92284438e-10  7.28585051e-17  1.19238434e+02]	[ 1.9166513e-10  9.3448025e-01 -2.4059719e-01 -9.2051483e+01]	[ 1.5421033e-11  7.5186498e-02  2.9903417e+00 -7.6737259e+01]	b''	b'n+1'	MR	3	123.249	Siemens	TrioTim	IUGM	35049	MRC35049	HFS	syngo_MR_B17	2D	PD_T2_1sequence	PD_T2_1sequence	SE	SK_SP	['ORIGINAL' 'PRIMARY' 'M' 'ND' 'NORM']	4	10:24:18.855000	1	3	0.409238	165	100	255	256	256	181	"[ 1.00000e+00 -2.04443e-10  1.64491e-11  2.05103e-10  9.96779e-01
 -8.01989e-02]"	ROW	dcm2niix	v1.0.20181125  (JP2:OpenJPEG) (JP-LS:CharLS) GCC5.5.0
348	b''	b''	0	0	b'r'	57	[  4 128 128  70  31   1   1   1]	0.0	0.0	0.0	0	4	16	0	"[-1.         2.         2.         1.9999999  9.4        0.
  0.         0.       ]"	0.0	nan	nan	0	5	10	0.0	0.0	0.0	0.0	0	0	b'TE=96;Time=103433.077;phase=1'	b''	1	1	0.0	0.9991944	0.04013179	128.0	-99.70387	-71.190994	[ -2.   0.  -0. 128.]	[ -0.           1.9935578   -0.16039783 -99.70387   ]	[  0.           0.16039784   1.9935577  -71.190994  ]	b''	b'n+1'	MR	3	123.249	Siemens	TrioTim	IUGM	35049	MRC35049	HFS	syngo_MR_B17	2D	DWI	DWI	EP	SK_SP	['ORIGINAL' 'PRIMARY' 'DIFFUSION' 'NONE' 'ND' 'NORM' 'MOSAIC']	6	10:34:33.077500	1	2	0.332973	90	100	127	128	128	2056	[ 1.         0.         0.         0.         0.996779  -0.0801989]	COL	dcm2niix	v1.0.20181125  (JP2:OpenJPEG) (JP-LS:CharLS) GCC5.5.0
348	b''	b''	0	0	b'r'	57	[  3 128 128  70   1   1   1   1]	0.0	0.0	0.0	0	4	16	0	[-1.   2.   2.   2.   9.4  0.   0.   0. ]	0.0	nan	nan	0	0	10	0.0	0.0	0.0	0.0	0	0	b'TE=96;Time=104000.357;phase=1'	b''	1	1	0.0	0.9991944	0.04013179	128.0	-99.7038	-71.191	[ -2.   0.  -0. 128.]	[ -0.          1.9935578  -0.1603977 -99.7038   ]	[  0.           0.16039784   1.993556   -71.191     ]	b''	b'n+1'	MR	3	123.249	Siemens	TrioTim	IUGM	35049	MRC35049	HFS	syngo_MR_B17	2D	DWI-B02	DWI-B02	EP	SK_SP	['ORIGINAL' 'PRIMARY' 'DIFFUSION' 'NONE' 'ND' 'NORM']	7	10:40:0.357500	1	2	0.199805	90	100	127	128	128	2056	[ 1.         0.         0.         0.         0.996779  -0.0801989]	COL	dcm2niix	v1.0.20181125  (JP2:OpenJPEG) (JP-LS:CharLS) GCC5.5.0
348	b''	b''	0	0	b'r'	57	[ 3 64 64 42  1  1  1  1]	0.0	0.0	0.0	0	4	16	0	[-1.     3.5    3.5    3.5    0.444  0.     0.     0.   ]	0.0	nan	nan	0	0	10	0.0	0.0	0.0	0.0	0	0	b'TE=4.9;Time=105317.148;phase=1'	b''	1	1	0.0	0.9991944	0.04013179	111.238434	-81.422745	-77.13612	[ -3.5        0.        -0.       111.238434]	[ -0.           3.4887261   -0.28069606 -81.422745  ]	[  0.          0.2806962   3.488724  -77.13612  ]	b''	b'n+1'	MR	3	123.249	Siemens	TrioTim	IUGM	35049	MRC35049	HFS	syngo_MR_B17	2D	gre_field_mapping	gre_field_mapping	GR	SP	['ORIGINAL' 'PRIMARY' 'M' 'ND']	10	10:53:17.147500	1	3.5	0.210446	60	100	64	64	64	260	[ 1.         0.         0.         0.         0.996779  -0.0801989]	COL	dcm2niix	v1.0.20181125  (JP2:OpenJPEG) (JP-LS:CharLS) GCC5.5.0
348	b''	b''	0	0	b'r'	57	[ 3 64 64 42  1  1  1  1]	0.0	0.0	0.0	0	4	16	0	[-1.     3.5    3.5    3.5    0.444  0.     0.     0.   ]	0.0	nan	nan	0	0	10	0.0	0.0	0.0	0.0	0	0	b'TE=7.4;Time=105317.595;phase=1'	b''	1	1	0.0	0.9991944	0.04013179	111.238434	-81.422745	-77.13612	[ -3.5        0.        -0.       111.238434]	[ -0.           3.4887261   -0.28069606 -81.422745  ]	[  0.          0.2806962   3.488724  -77.13612  ]	b''	b'n+1'	MR	3	123.249	Siemens	TrioTim	IUGM	35049	MRC35049	HFS	syngo_MR_B17	2D	gre_field_mapping	gre_field_mapping	GR	SP	['ORIGINAL' 'PRIMARY' 'M' 'ND']	10	10:53:17.595000	1	3.5	0.210446	60	100	64	64	64	260	[ 1.         0.         0.         0.         0.996779  -0.0801989]	COL	dcm2niix	v1.0.20181125  (JP2:OpenJPEG) (JP-LS:CharLS) GCC5.5.0
348	b''	b''	0	0	b'r'	57	[ 3 64 64 42  1  1  1  1]	0.0	0.0	0.0	0	4	16	0	[-1.     3.5    3.5    3.5    0.444  0.     0.     0.   ]	0.0	nan	nan	0	0	10	0.0	0.0	0.0	0.0	0	0	b'TE=7.4;Time=105317.595;phase=1'	b''	1	1	0.0	0.9991944	0.04013179	111.238434	-81.422745	-77.13612	[ -3.5        0.        -0.       111.238434]	[ -0.           3.4887261   -0.28069606 -81.422745  ]	[  0.          0.2806962   3.488724  -77.13612  ]	b''	b'n+1'	MR	3	123.249	Siemens	TrioTim	IUGM	35049	MRC35049	HFS	syngo_MR_B17	2D	gre_field_mapping	gre_field_mapping	GR	SP	['ORIGINAL' 'PRIMARY' 'P' 'ND']	11	10:53:17.595000	1	3.5	0.210446	60	100	64	64	64	260	[ 1.         0.         0.         0.         0.996779  -0.0801989]	COL	dcm2niix	v1.0.20181125  (JP2:OpenJPEG) (JP-LS:CharLS) GCC5.5.0
348	b''	b''	0	0	b'r'	57	[  4  74  74  41 310   1   1   1]	0.0	0.0	0.0	0	4	16	0	"[-1.         3.         3.         3.3000002  2.5        0.
  0.         0.       ]"	0.0	nan	nan	0	2	10	0.0	0.0	0.0	0.0	0	0	b'TE=25;Time=105631.562;phase=1'	b''	1	1	0.0	0.97704554	0.2130304	110.238464	-59.61934	-88.31252	[ -3.         0.        -0.       110.238464]	[ -0.          2.7277083  -1.3737267 -59.61934  ]	[  0.          1.2488425   3.0004795 -88.31252  ]	b''	b'n+1'	MR	3	123.249	Siemens	TrioTim	IUGM	35049	MRC35049	HFS	syngo_MR_B17	2D	fmri-MemoryTask	fmri-MemoryTask	EP	SK	['ORIGINAL' 'PRIMARY' 'M' 'ND' 'MOSAIC']	12	10:56:31.562500	1	3	0.150385	90	100	74	74	74	2503	[ 1.        0.        0.        0.        0.909236 -0.416281]	COL	dcm2niix	v1.0.20181125  (JP2:OpenJPEG) (JP-LS:CharLS) GCC5.5.0
348	b''	b''	0	0	b'r'	57	[  4  64  64  40 300   1   1   1]	0.0	0.0	0.0	0	4	16	0	[-1.    3.5   3.5   3.5   2.11  0.    0.    0.  ]	0.0	nan	nan	0	5	10	0.0	0.0	0.0	0.0	0	0	b'TE=30;Time=104227.360;phase=1'	b''	1	1	0.0	0.9991944	0.04013179	111.238464	-81.703476	-73.6474	[ -3.5        0.        -0.       111.238464]	[ -0.          3.4887261  -0.2806962 -81.703476 ]	[  0.          0.2806962   3.4887261 -73.6474   ]	b''	b'n+1'	MR	3	123.249	Siemens	TrioTim	IUGM	35049	MRC35049	HFS	syngo_MR_B17	2D	BOLD_Resting_State	BOLD_Resting_State	EP	SK	['ORIGINAL' 'PRIMARY' 'M' 'ND' 'NORM' 'MOSAIC']	9	10:42:27.360000	1	3.5	0.118906	70	100	63	64	64	2441	[ 1.         0.         0.         0.         0.996779  -0.0801989]	COL	dcm2niix	v1.0.20181125  (JP2:OpenJPEG) (JP-LS:CharLS) GCC5.5.0
348	b''	b''	0	0	b'r'	57	[  3 128 128  70   1   1   1   1]	0.0	0.0	0.0	0	4	16	0	[-1.   2.   2.   2.   9.4  0.   0.   0. ]	0.0	nan	nan	0	0	10	0.0	0.0	0.0	0.0	0	0	b'TE=96;Time=104046.345;phase=0'	b''	1	1	0.0	0.9991944	0.04013179	128.0	-99.7038	-71.191	[ -2.   0.  -0. 128.]	[ -0.          1.9935578  -0.1603977 -99.7038   ]	[  0.           0.16039784   1.993556   -71.191     ]	b''	b'n+1'	MR	3	123.249	Siemens	TrioTim	IUGM	35049	MRC35049	HFS	syngo_MR_B17	2D	DWI-B03	DWI-B03	EP	SK_SP	['ORIGINAL' 'PRIMARY' 'DIFFUSION' 'NONE' 'ND' 'NORM']	8	10:40:46.345000	1	2	0.199805	90	100	127	128	128	2056	[ 1.         0.         0.         0.         0.996779  -0.0801989]	COL	dcm2niix	v1.0.20181125  (JP2:OpenJPEG) (JP-LS:CharLS) GCC5.5.0
348	b''	b''	0	0	b'r'	57	[ 3 74 74 45  1  1  1  1]	0.0	0.0	0.0	0	4	16	0	[-1.     3.     3.     3.3    0.476  0.     0.     0.   ]	0.0	nan	nan	0	0	10	0.0	0.0	0.0	0.0	0	0	b'TE=4.9;Time=110952.595;phase=1'	b''	1	1	0.0	0.97704554	0.2130304	110.238434	-56.871902	-94.31346	[ -3.         0.        -0.       110.238434]	[ -0.          2.7277083  -1.3737284 -56.871902 ]	[  0.          1.2488425   3.000483  -94.31346  ]	b''	b'n+1'	MR	3	123.249	Siemens	TrioTim	IUGM	35049	MRC35049	HFS	syngo_MR_B17	2D	fmri_fieldmap_gre_field_mapping	fmri_fieldmap_gre_field_mapping	GR	SP	['ORIGINAL' 'PRIMARY' 'M' 'ND']	14	11:09:52.595000	1	3	0.211346	60	100	74	74	74	268	[ 1.        0.        0.        0.        0.909236 -0.416281]	COL	dcm2niix	v1.0.20181125  (JP2:OpenJPEG) (JP-LS:CharLS) GCC5.5.0
348	b''	b''	0	0	b'r'	57	[ 3 74 74 45  1  1  1  1]	0.0	0.0	0.0	0	4	16	0	[-1.     3.     3.     3.3    0.476  0.     0.     0.   ]	0.0	nan	nan	0	0	10	0.0	0.0	0.0	0.0	0	0	b'TE=7.4;Time=110953.075;phase=1'	b''	1	1	0.0	0.97704554	0.2130304	110.238434	-56.871902	-94.31346	[ -3.         0.        -0.       110.238434]	[ -0.          2.7277083  -1.3737284 -56.871902 ]	[  0.          1.2488425   3.000483  -94.31346  ]	b''	b'n+1'	MR	3	123.249	Siemens	TrioTim	IUGM	35049	MRC35049	HFS	syngo_MR_B17	2D	fmri_fieldmap_gre_field_mapping	fmri_fieldmap_gre_field_mapping	GR	SP	['ORIGINAL' 'PRIMARY' 'M' 'ND']	14	11:09:53.075000	1	3	0.211346	60	100	74	74	74	268	[ 1.        0.        0.        0.        0.909236 -0.416281]	COL	dcm2niix	v1.0.20181125  (JP2:OpenJPEG) (JP-LS:CharLS) GCC5.5.0
348	b''	b''	0	0	b'r'	57	[ 3 74 74 45  1  1  1  1]	0.0	0.0	0.0	0	4	16	0	[-1.     3.     3.     3.3    0.476  0.     0.     0.   ]	0.0	nan	nan	0	0	10	0.0	0.0	0.0	0.0	0	0	b'TE=7.4;Time=110953.075;phase=1'	b''	1	1	0.0	0.97704554	0.2130304	110.238434	-56.871902	-94.31346	[ -3.         0.        -0.       110.238434]	[ -0.          2.7277083  -1.3737284 -56.871902 ]	[  0.          1.2488425   3.000483  -94.31346  ]	b''	b'n+1'	MR	3	123.249	Siemens	TrioTim	IUGM	35049	MRC35049	HFS	syngo_MR_B17	2D	fmri_fieldmap_gre_field_mapping	fmri_fieldmap_gre_field_mapping	GR	SP	['ORIGINAL' 'PRIMARY' 'P' 'ND']	15	11:09:53.075000	1	3	0.211346	60	100	74	74	74	268	[ 1.        0.        0.        0.        0.909236 -0.416281]	COL	dcm2niix	v1.0.20181125  (JP2:OpenJPEG) (JP-LS:CharLS) GCC5.5.0
348	b''	b''	0	0	b'r'	57	[ 4 74 74 41  4  1  1  1]	0.0	0.0	0.0	0	4	16	0	"[-1.         3.         3.         3.3000002  2.5        0.
  0.         0.       ]"	0.0	nan	nan	0	2	10	0.0	0.0	0.0	0.0	0	0	b'TE=25;Time=110941.232;phase=1'	b''	1	1	0.0	0.97704554	0.2130304	110.238464	-59.61934	-88.31252	[ -3.         0.        -0.       110.238464]	[ -0.          2.7277083  -1.3737267 -59.61934  ]	[  0.          1.2488425   3.0004795 -88.31252  ]	b''	b'n+1'	MR	3	123.249	Siemens	TrioTim	IUGM	35049	MRC35049	HFS	syngo_MR_B17	2D	fmri-MemoryTask_AP	fmri-MemoryTask_AP	EP	SK	['ORIGINAL' 'PRIMARY' 'M' 'ND' 'MOSAIC']	13	11:09:41.232500	1	3	0.136976	90	100	74	74	74	2503	[ 1.        0.        0.        0.        0.909236 -0.416281]	COL	dcm2niix	v1.0.20181125  (JP2:OpenJPEG) (JP-LS:CharLS) GCC5.5.0
